segment_id,average_shap_value,reliability_shap_value,z_score,gene_symbol
chr2:54557725-54559224,0.0009817690765675019,0.0009817690765675019,11.086815310854709,SPTBN1
chr2:287516-287978,0.000951210843622446,0.000951210843622446,10.739858335421106,FAM150B
chr4:73742125-73743456,0.0009410248095348786,0.0009410248095348786,10.624206504864008,CXCL8
chr15:93088394-93088441,0.0009308387984114216,0.0009308387984114216,10.508554935040515,RGMA
chr7:45888624-45889100,0.000920652811009131,0.000920652811009131,10.392903634546213,IGFBP1
chr5:10442052-10442227,0.000920652811008766,0.000920652811008766,10.39290363454207,ROPN1L
chr22:37018859-37020482,0.0009170882924488288,0.0009170882924488288,10.352432230954811,TST
chr22:49960651-49962644,0.0009170882924488288,0.0009170882924488288,10.352432230954811,PIM3
chr22:23973970-23974899,0.0009170882924488288,0.0009170882924488288,10.352432230954811,DDT
chr22:41543855-41544852,0.0009170882924488288,0.0009170882924488288,10.352432230954811,POLR3H
chr22:24554515-24556511,0.0009170882924488288,0.0009170882924488288,10.352432230954811,GUCD1
chr22:19447099-19448318,0.0009170882924488288,0.0009170882924488288,10.352432230954811,C22orf39
chr22:38504718-38506715,0.0009170882924488288,0.0009170882924488288,10.352432230954811,DDX17
chr22:42090073-42091449,0.0009170882924488288,0.0009170882924488288,10.352432230954811,NDUFA6
chr22:46761737-46763433,0.0009170882924488288,0.0009170882924488288,10.352432230954811,TBC1D22A
chr22:41285303-41287016,0.0009170882924488288,0.0009170882924488288,10.352432230954811,RANGAP1
chr22:20857490-20859479,0.0009170882924488288,0.0009170882924488288,10.352432230954811,PI4KA
chr22:20079628-20081473,0.0009170882924488288,0.0009170882924488288,10.352432230954811,DGCR8
chr22:40345782-40347422,0.0009170882924488288,0.0009170882924488288,10.352432230954811,ADSL
chr22:31345644-31347265,0.0009170882924488288,0.0009170882924488288,10.352432230954811,PATZ1
chr22:21416906-21418483,0.0009170882924488288,0.0009170882924488288,10.352432230954811,HIC2
chr22:43954264-43956213,0.0009078547182539543,0.0009078547182539543,10.247594592572527,SAMM50
chr22:50562680-50563744,0.0009078547182539543,0.0009078547182539543,10.247594592572527,SYCE3
chr22:20319318-20320893,0.0009078547182539543,0.0009078547182539543,10.247594592572527,DGCR6L
chr22:28882737-28884444,0.0009078547182536501,0.0009078547182536501,10.247594592569072,ZNRF3
chr22:41091069-41091371,0.0008986211650587516,0.0008986211650587516,10.142757192619689,EP300
chr9:89604668-89606183,0.0008900949992160285,0.0008900949992160285,10.045951440855331,GADD45G
chr11:75430112-75430868,0.0008697232587770881,0.0008697232587770881,9.814651500844999,KLHL35
chr5:134115143-134115387,0.0008697232587770876,0.0008697232587770876,9.814651500844993,TCF7
chr17:82735272-82735853,0.0008697232587770876,0.0008697232587770876,9.814651500844993,FN3K
chr2:216693635-216694966,0.0008595374316241049,0.0008595374316241049,9.699002019815033,IGFBP5
chr8:10097346-10099267,-0.0008538908898603546,0.0008538908898603546,9.63489140662831,MSRA
chr9:83219171-83219900,-0.0008402112998866539,0.0008402112998866539,9.479573879892362,RASEF
chr16:2470830-2471879,0.0008391658686395102,0.0008391658686395102,9.467704094614366,NTN3
chr4:173523169-173525051,0.0008187944349340485,0.0008187944349340485,9.236407637243891,SCRG1
chr17:8117482-8117873,0.0008187944349337232,0.0008187944349337232,9.236407637240198,ALOXE3
chr15:89654154-89654408,0.0007984231403157145,0.0007984231403157145,9.005112759063197,KIF7
chr5:31193737-31194194,0.000788237548526067,0.000788237548526067,8.889465950339293,CDH6
chr19:17795215-17795238,-0.0007841795886017448,0.0007841795886017448,8.843392032900901,B3GNT3
chr1:228735017-228736390,0.000778051995652442,0.000778051995652442,8.773819583466375,RHOU
chr19:18388384-18388534,0.000778051995652442,0.000778051995652442,8.773819583466375,GDF15
chr19:3358446-3359040,0.000778051995652133,0.000778051995652133,8.773819583462867,NFIC
chr8:97776530-97776799,-0.0007718148535489408,0.0007718148535489408,8.703003317242105,LAPTM4B
chr1:1354754-1354833,0.0007693540453371152,0.0007693540453371152,8.675063397553938,MXRA8
chr11:105100922-105102181,0.0007678664832602658,0.0007678664832602658,8.658173676218237,CARD17
chr4:5892103-5893502,0.0007678664832410006,0.0007678664832410006,8.658173675999501,CRMP1
chr6:136922336-136922704,0.0007678664832406956,0.0007678664832406956,8.658173675996037,SLC35D3
chr8:144338515-144338648,0.0007576810129102298,0.0007576810129102298,8.542528246314907,SCRT1
chr11:121022497-121023638,0.0007576810129010949,0.0007576810129010949,8.54252824621119,TBCEL
chr1:230425397-230426266,0.0007474955863661037,0.0007474955863661037,8.426883313782154,PGBD5
chr5:134114996-134115102,0.0007373102054080708,0.0007373102054080708,8.31123889883211,TCF7
chr6:27863641-27864596,-0.0007284007189908968,0.0007284007189908968,8.210080940336033,H1F5
chr7:128031106-128032764,0.0007271248719352666,0.0007271248719352666,8.195595023027488,LRRC4
chr19:10270778-10270893,0.0007271248719338068,0.0007271248719338068,8.195595023010915,ICAM1
chr19:46634524-46634937,0.0007169395879549844,0.0007169395879549844,8.079951709159014,GNG8
chr7:29566139-29566537,0.0006965691770769765,0.0006965691770769765,7.848666864931237,PRR15
chr11:64357686-64358631,0.0006863840547913504,0.0006863840547913504,7.733025386937532,RPS6KA4
chr4:81471573-81472570,0.0006761989912730388,0.0006761989912730388,7.6173845761856045,RASGEF1B
chr13:67230633-67231503,0.0006660139891685062,0.0006660139891685062,7.50174446272331,PCDH9
chr5:173326827-173328272,0.0006660139891682416,0.0006660139891682416,7.501744462720305,STC2
chr12:130715358-130716087,0.0006558290513200691,0.0006558290513200691,7.3861050788221965,RIMBP2
chrX:154443797-154444433,0.0006456441807400127,0.0006456441807400127,7.270466458683633,FAM50A
chr11:75525064-75525415,0.0006456441807400116,0.0006456441807400116,7.270466458683621,GDPD5
chrX:30652539-30654078,0.0006354593806315907,0.0006354593806315907,7.154828638677236,GK
chr11:8168415-8169343,0.0006354593806315907,0.0006354593806315907,7.154828638677236,RIC3
chr1:241356311-241356823,0.0006252746544047233,0.0006252746544047233,7.039191657519106,RGS7
chr1:145960348-145961019,0.0006252746544047233,0.0006252746544047233,7.039191657519106,LIX1L
chr10:110005895-110007437,0.000621628929483304,0.000621628929483304,6.997798240096282,ADD3
chr18:49561616-49561640,0.0006150900056929302,0.0006150900056929302,6.92355555646408,LIPG
chr6:28586880-28587895,0.0006150900056929302,0.0006150900056929302,6.92355555646408,ZBED9
chr1:209676278-209677272,-0.0006145161949008332,0.0006145161949008332,6.917040531290501,G0S2
chr19:52896964-52897813,0.0006049054383719617,0.0006049054383719617,6.807920379517277,ZNF468
chr5:179796064-179796468,0.0005947209565803374,0.0005947209565803374,6.692286173667287,LTC4S
chr1:206117081-206117793,0.0005845365647419883,0.0005845365647419883,6.576652989143246,AVPR1B
chr2:226791532-226791552,0.0005743522675912962,0.0005743522675912962,6.461020879699141,RHBDD1
chr11:115501719-115503557,0.0005743522675912962,0.0005743522675912962,6.461020879699141,CADM1
chr2:31137345-31137730,0.0005743522675912962,0.0005743522675912962,6.461020879699141,GALNT14
chr7:31052069-31053267,0.0005743522675912962,0.0005743522675912962,6.461020879699141,ADCYAP1R1
chr15:51681263-51681981,0.0005743522675912962,0.0005743522675912962,6.461020879699141,SCG3
chr3:167380031-167380449,0.0005641680702008155,0.0005641680702008155,6.345389902928552,ZBBX
chr8:144335908-144336536,0.0005539839780120114,0.0005539839780120114,6.229760120613665,SCRT1
chrX:21839411-21840316,0.0005539839780120114,0.0005539839780120114,6.229760120613665,MBTPS2
chr7:100603694-100604551,0.0005539839780120114,0.0005539839780120114,6.229760120613665,PCOLCE
chr19:52048579-52049446,-0.0005387748485689831,0.0005387748485689831,6.057076262878199,ZNF432
chr16:30474164-30474646,0.0005385403531412268,0.0005385403531412268,6.054413811010853,ITGAL
chrX:147911593-147912682,0.0005336161330586815,0.0005336161330586815,5.998504409793799,FMR1
chr3:66494913-66496653,-0.0005324587666899037,0.0005324587666899037,5.985363717545602,LRIG1
chr7:1538388-1538737,0.0005234323933489364,0.0005234323933489364,5.88287862951229,MAFK
chr6:83852958-83854584,0.0005234323933489356,0.0005234323933489356,5.88287862951228,RIPPLY2
chr2:190884232-190886021,0.0005234323933426134,0.0005234323933426134,5.882878629440498,GLS
chr3:52444949-52445212,-0.0005220456258041288,0.0005220456258041288,5.867133325330565,SEMA3G
chr9:131502759-131503774,0.0005132487850402425,0.0005132487850402425,5.767254341153148,POMT1
chr11:94401131-94401773,0.0004877903924874609,0.0004877903924874609,5.4782007530285926,ANKRD49
chr13:49109978-49110729,0.0004877903924874609,0.0004877903924874609,5.4782007530285926,FNDC3A
chr19:7595347-7596677,0.0004826988306461394,0.0004826988306461394,5.420391360061585,CAMSAP3
chr20:32052122-32052657,0.0004725158335624137,0.0004725158335624137,5.304774011526703,HCK
chr19:12484087-12485190,0.0004725158335620238,0.0004725158335620238,5.304774011522277,ZNF709
chr8:22231657-22232269,0.0004725158335618357,0.0004725158335618357,5.304774011520141,PHYHIP
chr4:152352310-152353380,0.00047251583356183534,0.00047251583356183534,5.304774011520137,FBXW7
